확대운영,,,,NNP,*,T,확대운영,*,*,*,*,*
프로그램운영,,,,NNP,*,T,프로그램운영,*,*,*,*,*
지역운영,,,,NNP,*,T,지역운영,*,*,*,*,*
월운영,,,,NNP,*,T,월운영,*,*,*,*,*
판매운영,,,,NNP,*,T,판매운영,*,*,*,*,*
마트운영,,,,NNP,*,T,마트운영,*,*,*,*,*
개인운영,,,,NNP,*,T,개인운영,*,*,*,*,*
법인운영,,,,NNP,*,T,법인운영,*,*,*,*,*
개설운영,,,,NNP,*,T,개설운영,*,*,*,*,*
상황실운영,,,,NNP,*,T,상황실운영,*,*,*,*,*
피해조사,,,,NNP,*,F,피해조사,*,*,*,*,*
식물조사,,,,NNP,*,F,식물조사,*,*,*,*,*
지원비,,,,NNP,*,F,지원비,*,*,*,*,*
지원액수,,,,NNP,*,F,지원액수,*,*,*,*,*
국비지원,,,,NNP,*,T,국비지원,*,*,*,*,*
쉼터지원,,,,NNP,*,T,쉼터지원,*,*,*,*,*
방문지원,,,,NNP,*,T,방문지원,*,*,*,*,*
지원단체,,,,NNP,*,F,지원단체,*,*,*,*,*
행정지원,,,,NNP,*,T,행정지원,*,*,*,*,*
보조금지원,,,,NNP,*,T,보조금지원,*,*,*,*,*
지원기간,,,,NNP,*,T,지원기간,*,*,*,*,*
차액지원,,,,NNP,*,T,차액지원,*,*,*,*,*
복지지원,,,,NNP,*,T,복지지원,*,*,*,*,*
발굴지원,,,,NNP,*,T,발굴지원,*,*,*,*,*
주택지원,,,,NNP,*,T,주택지원,*,*,*,*,*
수술지원,,,,NNP,*,T,수술지원,*,*,*,*,*
지원대상,,,,NNP,*,T,지원대상,*,*,*,*,*
지원방법,,,,NNP,*,T,지원방법,*,*,*,*,*
활동지원,,,,NNP,*,T,활동지원,*,*,*,*,*
양성지원,,,,NNP,*,T,양성지원,*,*,*,*,*
공동체지원,,,,NNP,*,T,공동체지원,*,*,*,*,*
예산지원,,,,NNP,*,T,예산지원,*,*,*,*,*
물품지원,,,,NNP,*,T,물품지원,*,*,*,*,*
추가지원,,,,NNP,*,T,추가지원,*,*,*,*,*
관리지원,,,,NNP,*,T,관리지원,*,*,*,*,*
사업지원,,,,NNP,*,T,사업지원,*,*,*,*,*
지원대책,,,,NNP,*,T,지원대책,*,*,*,*,*
우선지원,,,,NNP,*,T,우선지원,*,*,*,*,*
비용지원,,,,NNP,*,T,비용지원,*,*,*,*,*
지원상태,,,,NNP,*,F,지원상태,*,*,*,*,*
국비지원,,,,NNP,*,T,국비지원,*,*,*,*,*
